question,answer,hallucination_candidates,candidates,image_id,question_id,image_path,data_type
What is at the boy's feet?,"At the boy's feet, there is a skateboard.",[],"['at', 'boy', 'feet', 'skateboard']",2374492,22437,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2374492.jpg,vga
What color are the ball's stripes?,Blue.,[],['blue'],2406203,23025,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2406203.jpg,vga
What color are the ball's stripes?,The ball's stripes are yellow and blue.,[],"['yellow', 'blue']",2406203,23025,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2406203.jpg,vga
Is the bag on the right of the picture?,"No, the bag is on the left of the image.",[],"['no', 'bag', 'left', 'image']",2349127,943,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2349127.jpg,gqa
Is the bag on the right of the picture?,"No, the bag is on the left side of the picture.",[],"['no', 'bag', 'left', 'side', 'picture']",2349127,943,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2349127.jpg,gqa
Do you see cows in the grass?,"No, there is a fire hydrant in the grass.",[],"['no', 'fire', 'hydrant', 'grass']",2359874,1373,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2359874.jpg,gqa
Do you see cows in the grass?,"No, there are no cows in the grass. The image features a red and yellow fire hydrant on a chain.",['cows'],"['no', 'grass', 'red', 'yellow', 'fire', 'hydrant', 'chain']",2359874,1373,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2359874.jpg,gqa
Are there any goats or cows that are white?,"Yes, the cow is white.",[],"['yes', 'cow', 'white']",2372027,6388,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2372027.jpg,gqa
Are there any goats or cows that are white?,"Yes, there are two white goats in the image.",['goats'],"['yes', 'two', 'white']",2372027,6388,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2372027.jpg,gqa
Are there either windows or cars in the photo?,"Yes, there is a window.",[],"['yes', 'window']",2137,8226,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2137.jpg,gqa
Are there either windows or cars in the photo?,"Yes, there are windows in the photo.",['photo'],"['yes', 'windows']",2137,8226,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2137.jpg,gqa
Is there a bus or a truck in this picture?,yes,[],['yes'],2321215,10495,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2321215.jpg,gqa
Is there a bus or a truck in this picture?,"There is a bus in this picture, not a truck.",[],"['bus', 'picture', 'not', 'truck']",2321215,10495,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2321215.jpg,gqa
Is the player near the fence carrying a bat?,no,[],['no'],2410226,14426,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2410226.jpg,gqa
Is the player near the fence carrying a bat?,"Yes, the tennis player near the fence is carrying a bat.","['yes', 'bat']","['tennis', 'player', 'near', 'fence', 'carrying']",2410226,14426,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2410226.jpg,gqa
Is there either a seagull or a cow in this picture?,yes,[],['yes'],2320644,14679,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2320644.jpg,gqa
Is there either a seagull or a cow in this picture?,"Yes, there is a cow in the picture.",[],"['yes', 'cow', 'picture']",2320644,14679,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2320644.jpg,gqa
Is there a bag near the towel?,yes,[],['yes'],2377776,15285,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2377776.jpg,gqa
Is there a bag near the towel?,"Yes, there is a bag near the towel in the image.",[],"['yes', 'bag', 'near', 'towel', 'image']",2377776,15285,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2377776.jpg,gqa
How many skateboards?,Two.,[],['two'],2394927,17976,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2394927.jpg,vga
How many skateboards?,There is one skateboard in the image.,['one'],"['skateboard', 'image']",2394927,17976,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2394927.jpg,vga
Where is this taken?,At an airport.,['airport'],[],2339490,18306,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2339490.jpg,vga
Where is this taken?,"This is taken in an airport, where a man and a woman are sitting on a bench with their luggage.",['airport'],"['man', 'woman', 'sitting', 'bench', 'luggage']",2339490,18306,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2339490.jpg,vga
How many women are there?,One.,[],['one'],2328656,21145,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2328656.jpg,vga
How many women are there?,There is one woman in the image.,[],"['one', 'woman', 'image']",2328656,21145,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2328656.jpg,vga
What color is the large tiles?,White.,[],['white'],2349866,22207,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2349866.jpg,vga
What color is the large tiles?,The large tiles in the bathroom are white.,[],"['large', 'tiles', 'bathroom', 'white']",2349866,22207,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2349866.jpg,vga
What is the fork laying on?,A napkin.,['napkin'],[],2390108,26285,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2390108.jpg,vga
What is the fork laying on?,The fork is laying on a plate.,"['laying', 'on']","['fork', 'plate']",2390108,26285,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2390108.jpg,vga
Where is this photo taken?,On a parking lot.,"['parking', 'lot']",['on'],2323032,27288,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2323032.jpg,vga
Where is this photo taken?,"This photo is taken in a city, with a motorcycle parked on the street.",[],"['city', 'motorcycle', 'parked', 'on', 'street']",2323032,27288,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2323032.jpg,vga
Is there any snow or sand in the photo?,"No, there are no sand or snow.","['sand', 'snow']",['no'],2376196,7719,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2376196.jpg,gqa
Is there any snow or sand in the photo?,"No, there is no snow or sand in the photo. The image features an elephant walking on a wet sidewalk.","['snow', 'sand']","['no', 'elephant', 'walking', 'wet', 'sidewalk', 'photo', 'image']",2376196,7719,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2376196.jpg,gqa
Is the toothpaste in the top of the photo?,no,[],['no'],2340655,10457,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2340655.jpg,gqa
Is the toothpaste in the top of the photo?,"No, the toothpaste is in the bottom of the photo.",[],"['no', 'toothpaste', 'bottom', 'photo']",2340655,10457,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2340655.jpg,gqa
Are there beds or mirrors in this image?,no,[],['no'],2372893,10908,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2372893.jpg,gqa
Are there beds or mirrors in this image?,"No, there are no beds or mirrors in this image. The image features a pizza on a wooden cutting board.","['beds', 'mirrors']","['no', 'image', 'features', 'pizza', 'wooden', 'cutting', 'board']",2372893,10908,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2372893.jpg,gqa
Is the tennis ball to the left of a racket?,no,[],['no'],2406862,11418,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2406862.jpg,gqa
Is the tennis ball to the left of a racket?,"No, the tennis ball is to the right of a racket.",[],"['no', 'tennis', 'ball', 'right', 'racket']",2406862,11418,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2406862.jpg,gqa
Is the purse on the left?,no,[],['no'],2343781,13767,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2343781.jpg,gqa
Is the purse on the left?,"No, the purse is on the right side of the woman.",[],"['no', 'purse', 'right', 'side', 'woman']",2343781,13767,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2343781.jpg,gqa
Is the plastic container to the right of the round fruits?,yes,"['yes', 'plastic', 'container', 'right', 'round', 'fruits']",[],2400712,14420,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2400712.jpg,gqa
Is the plastic container to the right of the round fruits?,"Yes, the plastic container is to the right of the round fruits.","['yes', 'plastic', 'container', 'right', 'round', 'fruits']",[],2400712,14420,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2400712.jpg,gqa
Does the snowboarder on the snowboard wear a hat?,no,[],['no'],2387477,16928,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2387477.jpg,gqa
Does the snowboarder on the snowboard wear a hat?,"Yes, the snowboarder on the snowboard is wearing a hat.","['yes', 'hat']","['snowboarder', 'snowboard', 'wearing']",2387477,16928,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2387477.jpg,gqa
What has a set of wheels?,The train.,[],['train'],2373820,17837,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2373820.jpg,vga
What has a set of wheels?,A train has a set of wheels.,[],"['train', 'set', 'wheels']",2373820,17837,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2373820.jpg,vga
What color is wall?,White.,[],['white'],2392276,21727,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2392276.jpg,vga
What color is wall?,The wall is green.,['green'],['wall'],2392276,21727,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2392276.jpg,vga
Are there both windows and doors?,"Yes, there are both a door and a window.",[],"['yes', 'door', 'window']",2408012,3873,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2408012.jpg,gqa
Are there both windows and doors?,"Yes, there are both windows and doors on the green truck.",[],"['yes', 'windows', 'doors', 'green', 'truck']",2408012,3873,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2408012.jpg,gqa
Is there either a pot or a motorcycle in the picture?,"Yes, there is a motorcycle.",[],"['yes', 'motorcycle']",2375565,8403,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2375565.jpg,gqa
Is there either a pot or a motorcycle in the picture?,"Yes, there is a motorcycle in the picture.",[],"['yes', 'motorcycle', 'picture']",2375565,8403,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2375565.jpg,gqa
Are there both laptops and screens in the photograph?,"Yes, there are both a laptop and a screen.",[],"['yes', 'laptop', 'screen']",2413879,8577,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2413879.jpg,gqa
Are there both laptops and screens in the photograph?,"Yes, there are both laptops and screens in the photograph.","['laptops', 'screens']",['yes'],2413879,8577,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2413879.jpg,gqa
Are there brown cats or squirrels?,"No, there is a cat but it is white.",[],"['no', 'cat', 'white']",2405438,8972,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2405438.jpg,gqa
Are there brown cats or squirrels?,"No, there are no brown cats or squirrels in the image. The image features a white cat sitting on a desk.",['squirrels'],"['no', 'brown', 'cat', 'image', 'white', 'sitting', 'desk']",2405438,8972,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2405438.jpg,gqa
Is the garbage can in the bottom part of the photo?,"No, the garbage can is in the top of the image.","['garbage', 'can', 'top']","['no', 'image']",2402646,9991,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2402646.jpg,gqa
Is the garbage can in the bottom part of the photo?,"No, the garbage can is located in the top part of the photo.","['garbage', 'can', 'located', 'top', 'part']","['no', 'photo']",2402646,9991,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2402646.jpg,gqa
Do you see any fences?,no,[],['no'],2371326,11204,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2371326.jpg,gqa
Do you see any fences?,"No, there are no fences in the image.",[],"['no', 'fences', 'image']",2371326,11204,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2371326.jpg,gqa
Are there any benches or helmets?,yes,[],['yes'],2328260,12523,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2328260.jpg,gqa
Are there any benches or helmets?,"Yes, there is a bench in the image, and the man and woman are sitting on it.","['sitting', 'on']","['yes', 'bench', 'image', 'man', 'woman']",2328260,12523,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2328260.jpg,gqa
Who is in the picture?,A man.,[],['man'],2405162,21838,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2405162.jpg,vga
Who is in the picture?,"In the picture, there is a man on a horse and a bull in a dirt arena.",[],"['man', 'horse', 'on', 'bull', 'dirt', 'arena']",2405162,21838,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2405162.jpg,vga
What is the t shirt color?,White.,[],['white'],2373392,24456,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2373392.jpg,vga
What is the t shirt color?,The t-shirt color is white.,[],"['t-shirt', 'color', 'white']",2373392,24456,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2373392.jpg,vga
Where is the baby elephant?,On the left.,[],['left'],2377602,26272,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2377602.jpg,vga
Where is the baby elephant?,The baby elephant is standing next to its mother and another adult elephant in a grassy field.,['mother'],"['baby', 'elephant', 'standing', 'next_to', 'another', 'adult', 'grassy', 'field']",2377602,26272,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2377602.jpg,vga
Is the silver cup on the right side of the image?,"Yes, the cup is on the right of the image.",['cup'],"['yes', 'right', 'image']",2361886,2313,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2361886.jpg,gqa
Is the silver cup on the right side of the image?,"Yes, the silver cup is on the right side of the image.",['cup'],"['yes', 'silver', 'right', 'side', 'image']",2361886,2313,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2361886.jpg,gqa
Are there either any ovens or bottles?,"Yes, there is an oven.",[],"['yes', 'oven']",2389437,5371,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2389437.jpg,gqa
Are there either any ovens or bottles?,"Yes, there is an oven in the kitchen, and there is also a bottle on the counter.",[],"['yes', 'oven', 'kitchen', 'bottle', 'on', 'counter']",2389437,5371,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2389437.jpg,gqa
Is the color of the door of the building gray?,no,[],['no'],2318233,13472,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2318233.jpg,gqa
Is the color of the door of the building gray?,"Yes, the color of the door of the building is gray.","['yes', 'gray']","['door', 'building']",2318233,13472,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2318233.jpg,gqa
Is there a teddy bear on top of the bed?,no,[],['no'],2394322,16100,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2394322.jpg,gqa
Is there a teddy bear on top of the bed?,"No, there is no teddy bear on top of the bed. Instead, there is a dog lying on the bed.","['teddy', 'bear']","['no', 'on', 'top', 'bed', 'dog', 'lying']",2394322,16100,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2394322.jpg,gqa
Where does the number 31 appear?,On the bus' marquee.,[],"['on', 'bus', 'marquee']",2354607,18269,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2354607.jpg,vga
Where does the number 31 appear?,"The number 31 appears on the front of the bus, indicating that it is bus number 31.",['indicating'],"['number', '31', 'appears', 'on', 'front', 'bus']",2354607,18269,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2354607.jpg,vga
What room is shown?,Bathroom.,[],['bathroom'],2412644,18344,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2412644.jpg,vga
What room is shown?,The room shown is a bathroom.,[],"['room', 'bathroom']",2412644,18344,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2412644.jpg,vga
What is he doing?,Raising his hands.,[],"['raising', 'hands']",2344062,18537,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2344062.jpg,vga
What is he doing?,"The man is celebrating a victory on a tennis court, holding his tennis racket in the air and possibly jumping in the air.","['victory', 'jumping']","['man', 'celebrating', 'tennis', 'court', 'holding', 'racket', 'air']",2344062,18537,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2344062.jpg,vga
What is on the windows?,Shutter blinds.,['shutter'],['blinds'],2389332,26218,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2389332.jpg,vga
What is on the windows?,There are blinds on the windows.,[],['blinds'],2389332,26218,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2389332.jpg,vga
